ï»¿"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C02843V04551","Occupational Group","C04477V05260","Field of Study","UNIT","VALUE"
"HGO16C01","Number of Health Graduates","2010","2010","2222","Occupational therapists","701","Social Work","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","2222","Occupational therapists","10","Speech and Language Therapy","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","2222","Occupational therapists","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","2223","Speech and language therapists","201","Dentistry","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","2223","Speech and language therapists","401","Medical Science","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","2223","Speech and language therapists","202","Medicine","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","2223","Speech and language therapists","30","Nursing and Midwifery","Number","3"
"HGO16C01","Number of Health Graduates","2010","2010","2223","Speech and language therapists","501","Occupational Therapy","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","2223","Speech and language therapists","60","Pharmacy","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","2223","Speech and language therapists","504","Physiotherapy","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","2223","Speech and language therapists","402","Radiography and Radiation Therapy","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","2223","Speech and language therapists","702","Social Care","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","2223","Speech and language therapists","701","Social Work","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","2223","Speech and language therapists","10","Speech and Language Therapy","Number","63"
"HGO16C01","Number of Health Graduates","2010","2010","2223","Speech and language therapists","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","2229","Therapy professionals n.e.c.","201","Dentistry","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","2229","Therapy professionals n.e.c.","401","Medical Science","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","2229","Therapy professionals n.e.c.","202","Medicine","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","2229","Therapy professionals n.e.c.","30","Nursing and Midwifery","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","2229","Therapy professionals n.e.c.","501","Occupational Therapy","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","2229","Therapy professionals n.e.c.","60","Pharmacy","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","2229","Therapy professionals n.e.c.","504","Physiotherapy","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","2229","Therapy professionals n.e.c.","402","Radiography and Radiation Therapy","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","2229","Therapy professionals n.e.c.","702","Social Care","Number","3"
"HGO16C01","Number of Health Graduates","2010","2010","2229","Therapy professionals n.e.c.","701","Social Work","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","2229","Therapy professionals n.e.c.","10","Speech and Language Therapy","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","2229","Therapy professionals n.e.c.","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","X13","Nurses and midwives","201","Dentistry","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","X13","Nurses and midwives","401","Medical Science","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","X13","Nurses and midwives","202","Medicine","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","X13","Nurses and midwives","30","Nursing and Midwifery","Number","759"
"HGO16C01","Number of Health Graduates","2010","2010","X13","Nurses and midwives","501","Occupational Therapy","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","X13","Nurses and midwives","60","Pharmacy","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","X13","Nurses and midwives","504","Physiotherapy","Number","3"
"HGO16C01","Number of Health Graduates","2010","2010","X13","Nurses and midwives","402","Radiography and Radiation Therapy","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","X13","Nurses and midwives","702","Social Care","Number","3"
"HGO16C01","Number of Health Graduates","2010","2010","X13","Nurses and midwives","701","Social Work","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","X13","Nurses and midwives","10","Speech and Language Therapy","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","X13","Nurses and midwives","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","-","All occupational groups","201","Dentistry","Number","21"
"HGO16C01","Number of Health Graduates","2010","2010","-","All occupational groups","401","Medical Science","Number","90"
"HGO16C01","Number of Health Graduates","2010","2010","-","All occupational groups","202","Medicine","Number","147"
"HGO16C01","Number of Health Graduates","2010","2010","-","All occupational groups","30","Nursing and Midwifery","Number","840"
"HGO16C01","Number of Health Graduates","2010","2010","-","All occupational groups","501","Occupational Therapy","Number","75"
"HGO16C01","Number of Health Graduates","2010","2010","-","All occupational groups","60","Pharmacy","Number",""
"HGO16C01","Number of Health Graduates","2010","2010","-","All occupational groups","504","Physiotherapy","Number","87"
"HGO16C01","Number of Health Graduates","2010","2010","-","All occupational groups","402","Radiography and Radiation Therapy","Number","45"
"HGO16C01","Number of Health Graduates","2010","2010","-","All occupational groups","702","Social Care","Number","486"
"HGO16C01","Number of Health Graduates","2010","2010","-","All occupational groups","701","Social Work","Number","81"
"HGO16C01","Number of Health Graduates","2010","2010","-","All occupational groups","10","Speech and Language Therapy","Number","69"
"HGO16C01","Number of Health Graduates","2010","2010","-","All occupational groups","V52","Dietetics, Optometry and Podiatry","Number","36"
"HGO16C01","Number of Health Graduates","2011","2011","1","Managers, directors and senior officials","201","Dentistry","Number",""
"HGO16C01","Number of Health Graduates","2011","2011","1","Managers, directors and senior officials","401","Medical Science","Number",""
"HGO16C01","Number of Health Graduates","2011","2011","1","Managers, directors and senior officials","202","Medicine","Number",""
"HGO16C01","Number of Health Graduates","2011","2011","1","Managers, directors and senior officials","30","Nursing and Midwifery","Number","21"
"HGO16C01","Number of Health Graduates","2011","2011","1","Managers, directors and senior officials","501","Occupational Therapy","Number",""
"HGO16C01","Number of Health Graduates","2011","2011","1","Managers, directors and senior officials","60","Pharmacy","Number",""
"HGO16C01","Number of Health Graduates","2011","2011","1","Managers, directors and senior officials","504","Physiotherapy","Number",""
"HGO16C01","Number of Health Graduates","2011","2011","1","Managers, directors and senior officials","402","Radiography and Radiation Therapy","Number",""
"HGO16C01","Number of Health Graduates","2011","2011","1","Managers, directors and senior officials","702","Social Care","Number","33"
"HGO16C01","Number of Health Graduates","2011","2011","1","Managers, directors and senior officials","701","Social Work","Number","3"
"HGO16C01","Number of Health Graduates","2011","2011","1","Managers, directors and senior officials","10","Speech and Language Therapy","Number",""
"HGO16C01","Number of Health Graduates","2011","2011","1","Managers, directors and senior officials","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO16C01","Number of Health Graduates","2011","2011","3","Associate professional and technical occupations","201","Dentistry","Number",""
"HGO16C01","Number of Health Graduates","2011","2011","3","Associate professional and technical occupations","401","Medical Science","Number","3"
"HGO16C01","Number of Health Graduates","2011","2011","3","Associate professional and technical occupations","202","Medicine","Number",""
"HGO16C01","Number of Health Graduates","2011","2011","3","Associate professional and technical occupations","30","Nursing and Midwifery","Number","18"
"HGO16C01","Number of Health Graduates","2011","2011","3","Associate professional and technical occupations","501","Occupational Therapy","Number","3"
"HGO16C01","Number of Health Graduates","2011","2011","3","Associate professional and technical occupations","60","Pharmacy","Number",""
"HGO16C01","Number of Health Graduates","2011","2011","3","Associate professional and technical occupations","504","Physiotherapy","Number","3"
"HGO16C01","Number of Health Graduates","2011","2011","3","Associate professional and technical occupations","402","Radiography and Radiation Therapy","Number",""
"HGO16C01","Number of Health Graduates","2011","2011","3","Associate professional and technical occupations","702","Social Care","Number","75"
"HGO16C01","Number of Health Graduates","2011","2011","3","Associate professional and technical occupations","701","Social Work","Number","3"
"HGO16C01","Number of Health Graduates","2011","2011","3","Associate professional and technical occupations","10","Speech and Language Therapy","Number","3"
"HGO16C01","Number of Health Graduates","2011","2011","3","Associate professional and technical occupations","V52","Dietetics, Optometry and Podiatry","Number","3"
"HGO16C01","Number of Health Graduates","2011","2011","4","Administrative and secretarial occupations","201","Dentistry","Number",""
"HGO16C01","Number of Health Graduates","2011","2011","4","Administrative and secretarial occupations","401","Medical Science","Number",""
"HGO16C01","Number of Health Graduates","2011","2011","4","Administrative and secretarial occupations","202","Medicine","Number",""
"HGO16C01","Number of Health Graduates","2011","2011","4","Administrative and secretarial occupations","30","Nursing and Midwifery","Number","15"
"HGO16C01","Number of Health Graduates","2011","2011","4","Administrative and secretarial occupations","501","Occupational Therapy","Number",""
