ï»¿"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C03434V04142","Nationality","C03686V04429","PPSN Validity","C03919V04671","Gender","C04477V05260","Field of Study","UNIT","VALUE"
"HGO07C01","Number of Graduates","2010","2010","IE05","Non-Irish","-","PPSN - All","-","All genders","702","Social Care","Number","48"
"HGO07C01","Number of Graduates","2010","2010","IE05","Non-Irish","-","PPSN - All","-","All genders","701","Social Work","Number","15"
"HGO07C01","Number of Graduates","2010","2010","IE05","Non-Irish","-","PPSN - All","-","All genders","10","Speech and Language Therapy","Number","6"
"HGO07C01","Number of Graduates","2010","2010","IE05","Non-Irish","-","PPSN - All","-","All genders","V52","Dietetics, Optometry and Podiatry","Number","3"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","10","Male","201","Dentistry","Number","15"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","10","Male","401","Medical Science","Number","27"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","10","Male","202","Medicine","Number","120"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","10","Male","30","Nursing and Midwifery","Number","90"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","10","Male","501","Occupational Therapy","Number","9"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","10","Male","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","10","Male","504","Physiotherapy","Number","30"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","10","Male","402","Radiography and Radiation Therapy","Number","9"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","10","Male","702","Social Care","Number","66"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","10","Male","701","Social Work","Number","15"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","10","Male","10","Speech and Language Therapy","Number",""
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","10","Male","V52","Dietetics, Optometry and Podiatry","Number","6"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","20","Female","201","Dentistry","Number","33"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","20","Female","401","Medical Science","Number","96"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","20","Female","202","Medicine","Number","186"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","20","Female","30","Nursing and Midwifery","Number","1197"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","20","Female","501","Occupational Therapy","Number","105"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","20","Female","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","20","Female","504","Physiotherapy","Number","105"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","20","Female","402","Radiography and Radiation Therapy","Number","51"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","20","Female","702","Social Care","Number","657"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","20","Female","701","Social Work","Number","108"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","20","Female","10","Speech and Language Therapy","Number","93"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","20","Female","V52","Dietetics, Optometry and Podiatry","Number","48"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","-","All genders","201","Dentistry","Number","48"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","-","All genders","401","Medical Science","Number","123"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","-","All genders","202","Medicine","Number","306"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","-","All genders","30","Nursing and Midwifery","Number","1287"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","-","All genders","501","Occupational Therapy","Number","114"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","-","All genders","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","-","All genders","504","Physiotherapy","Number","138"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","-","All genders","402","Radiography and Radiation Therapy","Number","60"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","-","All genders","702","Social Care","Number","723"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","-","All genders","701","Social Work","Number","123"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","-","All genders","10","Speech and Language Therapy","Number","93"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","10","PPSN - Available","-","All genders","V52","Dietetics, Optometry and Podiatry","Number","54"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","10","Male","201","Dentistry","Number","12"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","10","Male","401","Medical Science","Number","3"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","10","Male","202","Medicine","Number","234"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","10","Male","30","Nursing and Midwifery","Number","18"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","10","Male","501","Occupational Therapy","Number",""
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","10","Male","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","10","Male","504","Physiotherapy","Number",""
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","10","Male","402","Radiography and Radiation Therapy","Number",""
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","10","Male","702","Social Care","Number","39"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","10","Male","701","Social Work","Number","3"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","10","Male","10","Speech and Language Therapy","Number",""
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","10","Male","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","20","Female","201","Dentistry","Number","9"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","20","Female","401","Medical Science","Number","6"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","20","Female","202","Medicine","Number","243"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","20","Female","30","Nursing and Midwifery","Number","102"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","20","Female","501","Occupational Therapy","Number","3"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","20","Female","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","20","Female","504","Physiotherapy","Number","6"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","20","Female","402","Radiography and Radiation Therapy","Number",""
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","20","Female","702","Social Care","Number","135"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","20","Female","701","Social Work","Number","15"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","20","Female","10","Speech and Language Therapy","Number","9"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","20","Female","V52","Dietetics, Optometry and Podiatry","Number","3"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","-","All genders","201","Dentistry","Number","21"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","-","All genders","401","Medical Science","Number","6"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","-","All genders","202","Medicine","Number","477"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","-","All genders","30","Nursing and Midwifery","Number","120"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","-","All genders","501","Occupational Therapy","Number","6"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","-","All genders","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","-","All genders","504","Physiotherapy","Number","6"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","-","All genders","402","Radiography and Radiation Therapy","Number",""
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","-","All genders","702","Social Care","Number","174"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","-","All genders","701","Social Work","Number","18"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","-","All genders","10","Speech and Language Therapy","Number","9"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","20","PPSN - Missing","-","All genders","V52","Dietetics, Optometry and Podiatry","Number","3"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","-","PPSN - All","10","Male","201","Dentistry","Number","27"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","-","PPSN - All","10","Male","401","Medical Science","Number","30"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","-","PPSN - All","10","Male","202","Medicine","Number","354"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","-","PPSN - All","10","Male","30","Nursing and Midwifery","Number","108"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","-","PPSN - All","10","Male","501","Occupational Therapy","Number","9"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","-","PPSN - All","10","Male","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","-","PPSN - All","10","Male","504","Physiotherapy","Number","33"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","-","PPSN - All","10","Male","402","Radiography and Radiation Therapy","Number","9"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","-","PPSN - All","10","Male","702","Social Care","Number","105"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","-","PPSN - All","10","Male","701","Social Work","Number","18"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","-","PPSN - All","10","Male","10","Speech and Language Therapy","Number",""
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","-","PPSN - All","10","Male","V52","Dietetics, Optometry and Podiatry","Number","6"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","-","PPSN - All","20","Female","201","Dentistry","Number","42"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","-","PPSN - All","20","Female","401","Medical Science","Number","102"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","-","PPSN - All","20","Female","202","Medicine","Number","429"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","-","PPSN - All","20","Female","30","Nursing and Midwifery","Number","1299"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","-","PPSN - All","20","Female","501","Occupational Therapy","Number","111"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","-","PPSN - All","20","Female","60","Pharmacy","Number",""
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","-","PPSN - All","20","Female","504","Physiotherapy","Number","111"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","-","PPSN - All","20","Female","402","Radiography and Radiation Therapy","Number","51"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","-","PPSN - All","20","Female","702","Social Care","Number","792"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","-","PPSN - All","20","Female","701","Social Work","Number","123"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","-","PPSN - All","20","Female","10","Speech and Language Therapy","Number","102"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","-","PPSN - All","20","Female","V52","Dietetics, Optometry and Podiatry","Number","51"
"HGO07C01","Number of Graduates","2010","2010","-","All nationalities","-","PPSN - All","-","All genders","201","Dentistry","Number","69"
