ï»¿"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C03433V04141","Years since Graduation","C02511V03040","Private or Public Sector","C04477V05260","Field of Study","UNIT","VALUE"
"HGO14C01","Number of Health Graduates","2016","2016","06","6","02","Public sector","202","Medicine","Number","411"
"HGO14C01","Number of Health Graduates","2016","2016","06","6","02","Public sector","30","Nursing and Midwifery","Number","747"
"HGO14C01","Number of Health Graduates","2016","2016","06","6","02","Public sector","501","Occupational Therapy","Number","66"
"HGO14C01","Number of Health Graduates","2016","2016","06","6","02","Public sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","06","6","02","Public sector","504","Physiotherapy","Number","51"
"HGO14C01","Number of Health Graduates","2016","2016","06","6","02","Public sector","402","Radiography and Radiation Therapy","Number","36"
"HGO14C01","Number of Health Graduates","2016","2016","06","6","02","Public sector","702","Social Care","Number","324"
"HGO14C01","Number of Health Graduates","2016","2016","06","6","02","Public sector","701","Social Work","Number","129"
"HGO14C01","Number of Health Graduates","2016","2016","06","6","02","Public sector","10","Speech and Language Therapy","Number","60"
"HGO14C01","Number of Health Graduates","2016","2016","06","6","02","Public sector","V52","Dietetics, Optometry and Podiatry","Number","21"
"HGO14C01","Number of Health Graduates","2016","2016","06","6","-","All sectors","201","Dentistry","Number","9"
"HGO14C01","Number of Health Graduates","2016","2016","06","6","-","All sectors","401","Medical Science","Number","63"
"HGO14C01","Number of Health Graduates","2016","2016","06","6","-","All sectors","202","Medicine","Number","456"
"HGO14C01","Number of Health Graduates","2016","2016","06","6","-","All sectors","30","Nursing and Midwifery","Number","1017"
"HGO14C01","Number of Health Graduates","2016","2016","06","6","-","All sectors","501","Occupational Therapy","Number","90"
"HGO14C01","Number of Health Graduates","2016","2016","06","6","-","All sectors","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","06","6","-","All sectors","504","Physiotherapy","Number","78"
"HGO14C01","Number of Health Graduates","2016","2016","06","6","-","All sectors","402","Radiography and Radiation Therapy","Number","48"
"HGO14C01","Number of Health Graduates","2016","2016","06","6","-","All sectors","702","Social Care","Number","858"
"HGO14C01","Number of Health Graduates","2016","2016","06","6","-","All sectors","701","Social Work","Number","153"
"HGO14C01","Number of Health Graduates","2016","2016","06","6","-","All sectors","10","Speech and Language Therapy","Number","78"
"HGO14C01","Number of Health Graduates","2016","2016","06","6","-","All sectors","V52","Dietetics, Optometry and Podiatry","Number","48"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","01","Private sector","201","Dentistry","Number","3"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","01","Private sector","401","Medical Science","Number","21"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","01","Private sector","202","Medicine","Number","60"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","01","Private sector","30","Nursing and Midwifery","Number","279"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","01","Private sector","501","Occupational Therapy","Number","27"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","01","Private sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","07","7","01","Private sector","504","Physiotherapy","Number","24"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","01","Private sector","402","Radiography and Radiation Therapy","Number","15"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","01","Private sector","702","Social Care","Number","489"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","01","Private sector","701","Social Work","Number","30"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","01","Private sector","10","Speech and Language Therapy","Number","18"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","01","Private sector","V52","Dietetics, Optometry and Podiatry","Number","24"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","02","Public sector","201","Dentistry","Number","6"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","02","Public sector","401","Medical Science","Number","45"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","02","Public sector","202","Medicine","Number","390"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","02","Public sector","30","Nursing and Midwifery","Number","732"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","02","Public sector","501","Occupational Therapy","Number","63"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","02","Public sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","07","7","02","Public sector","504","Physiotherapy","Number","51"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","02","Public sector","402","Radiography and Radiation Therapy","Number","33"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","02","Public sector","702","Social Care","Number","351"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","02","Public sector","701","Social Work","Number","126"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","02","Public sector","10","Speech and Language Therapy","Number","60"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","02","Public sector","V52","Dietetics, Optometry and Podiatry","Number","21"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","-","All sectors","201","Dentistry","Number","12"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","-","All sectors","401","Medical Science","Number","66"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","-","All sectors","202","Medicine","Number","447"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","-","All sectors","30","Nursing and Midwifery","Number","1008"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","-","All sectors","501","Occupational Therapy","Number","90"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","-","All sectors","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","07","7","-","All sectors","504","Physiotherapy","Number","75"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","-","All sectors","402","Radiography and Radiation Therapy","Number","48"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","-","All sectors","702","Social Care","Number","840"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","-","All sectors","701","Social Work","Number","156"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","-","All sectors","10","Speech and Language Therapy","Number","78"
"HGO14C01","Number of Health Graduates","2016","2016","07","7","-","All sectors","V52","Dietetics, Optometry and Podiatry","Number","48"
"HGO14C01","Number of Health Graduates","2016","2016","08","8","01","Private sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","01","Private sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","01","Private sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","01","Private sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","01","Private sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","01","Private sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","01","Private sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","01","Private sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","01","Private sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","01","Private sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","01","Private sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","01","Private sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","02","Public sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","02","Public sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","02","Public sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","02","Public sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","02","Public sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","02","Public sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","02","Public sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","02","Public sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","02","Public sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","02","Public sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","02","Public sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","02","Public sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","-","All sectors","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","-","All sectors","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","-","All sectors","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","-","All sectors","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","-","All sectors","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","-","All sectors","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","-","All sectors","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","-","All sectors","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","-","All sectors","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","-","All sectors","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","-","All sectors","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","08","8","-","All sectors","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","01","Private sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","01","Private sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","01","Private sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","01","Private sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","01","Private sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","01","Private sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","01","Private sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","01","Private sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","01","Private sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","01","Private sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","01","Private sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","01","Private sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","02","Public sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","02","Public sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","02","Public sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","02","Public sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","02","Public sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","02","Public sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","02","Public sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","02","Public sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","02","Public sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","02","Public sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","02","Public sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","02","Public sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","-","All sectors","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","-","All sectors","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","-","All sectors","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","-","All sectors","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","-","All sectors","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","-","All sectors","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","-","All sectors","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","-","All sectors","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","-","All sectors","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","-","All sectors","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","-","All sectors","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","09","9","-","All sectors","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","01","Private sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","01","Private sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","01","Private sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","01","Private sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","01","Private sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","01","Private sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","01","Private sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","01","Private sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","01","Private sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","01","Private sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","01","Private sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","01","Private sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","02","Public sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","02","Public sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","02","Public sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","02","Public sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","02","Public sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","02","Public sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","02","Public sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","02","Public sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","02","Public sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","02","Public sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","02","Public sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","02","Public sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","-","All sectors","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","-","All sectors","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","-","All sectors","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","-","All sectors","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","-","All sectors","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","-","All sectors","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","-","All sectors","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","-","All sectors","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","-","All sectors","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","-","All sectors","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","-","All sectors","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","10","10","-","All sectors","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","01","Private sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","01","Private sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","01","Private sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","01","Private sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","01","Private sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","01","Private sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","01","Private sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","01","Private sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","01","Private sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","01","Private sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","01","Private sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","01","Private sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","02","Public sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","02","Public sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","02","Public sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","02","Public sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","02","Public sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","02","Public sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","02","Public sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","02","Public sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","02","Public sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","02","Public sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","02","Public sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","02","Public sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","-","All sectors","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","-","All sectors","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","-","All sectors","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","-","All sectors","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","-","All sectors","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","-","All sectors","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","-","All sectors","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","-","All sectors","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","-","All sectors","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","-","All sectors","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","-","All sectors","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","11","11","-","All sectors","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","01","Private sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","01","Private sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","01","Private sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","01","Private sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","01","Private sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","01","Private sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","01","Private sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","01","Private sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","01","Private sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","01","Private sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","01","Private sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","01","Private sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","02","Public sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","02","Public sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","02","Public sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","02","Public sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","02","Public sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","02","Public sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","02","Public sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","02","Public sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","02","Public sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","02","Public sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","02","Public sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","02","Public sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","-","All sectors","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","-","All sectors","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","-","All sectors","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","-","All sectors","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","-","All sectors","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","-","All sectors","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","-","All sectors","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","-","All sectors","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","-","All sectors","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","-","All sectors","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","-","All sectors","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","12","12","-","All sectors","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","01","Private sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","01","Private sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","01","Private sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","01","Private sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","01","Private sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","01","Private sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","01","Private sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","01","Private sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","01","Private sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","01","Private sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","01","Private sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","01","Private sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","02","Public sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","02","Public sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","02","Public sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","02","Public sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","02","Public sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","02","Public sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","02","Public sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","02","Public sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","02","Public sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","02","Public sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","02","Public sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","02","Public sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","-","All sectors","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","-","All sectors","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","-","All sectors","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","-","All sectors","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","-","All sectors","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","-","All sectors","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","-","All sectors","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","-","All sectors","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","-","All sectors","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","-","All sectors","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2016","2016","13","13","-","All sectors","10","Speech and Language Therapy","Number",""
