ï»¿"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C03433V04141","Years since Graduation","C04477V05260","Field of Study","UNIT","VALUE"
"HGO15C02","Number of Health Graduates","2016","2016","07","7","702","Social Care","Number","843"
"HGO15C02","Number of Health Graduates","2016","2016","07","7","701","Social Work","Number","156"
"HGO15C02","Number of Health Graduates","2016","2016","07","7","10","Speech and Language Therapy","Number","78"
"HGO15C02","Number of Health Graduates","2016","2016","07","7","V52","Dietetics, Optometry and Podiatry","Number","48"
"HGO15C02","Number of Health Graduates","2016","2016","08","8","201","Dentistry","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","08","8","401","Medical Science","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","08","8","202","Medicine","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","08","8","30","Nursing and Midwifery","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","08","8","501","Occupational Therapy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","08","8","60","Pharmacy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","08","8","504","Physiotherapy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","08","8","402","Radiography and Radiation Therapy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","08","8","702","Social Care","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","08","8","701","Social Work","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","08","8","10","Speech and Language Therapy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","08","8","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","09","9","201","Dentistry","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","09","9","401","Medical Science","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","09","9","202","Medicine","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","09","9","30","Nursing and Midwifery","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","09","9","501","Occupational Therapy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","09","9","60","Pharmacy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","09","9","504","Physiotherapy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","09","9","402","Radiography and Radiation Therapy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","09","9","702","Social Care","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","09","9","701","Social Work","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","09","9","10","Speech and Language Therapy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","09","9","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","10","10","201","Dentistry","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","10","10","401","Medical Science","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","10","10","202","Medicine","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","10","10","30","Nursing and Midwifery","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","10","10","501","Occupational Therapy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","10","10","60","Pharmacy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","10","10","504","Physiotherapy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","10","10","402","Radiography and Radiation Therapy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","10","10","702","Social Care","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","10","10","701","Social Work","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","10","10","10","Speech and Language Therapy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","10","10","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","11","11","201","Dentistry","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","11","11","401","Medical Science","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","11","11","202","Medicine","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","11","11","30","Nursing and Midwifery","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","11","11","501","Occupational Therapy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","11","11","60","Pharmacy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","11","11","504","Physiotherapy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","11","11","402","Radiography and Radiation Therapy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","11","11","702","Social Care","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","11","11","701","Social Work","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","11","11","10","Speech and Language Therapy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","11","11","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","12","12","201","Dentistry","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","12","12","401","Medical Science","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","12","12","202","Medicine","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","12","12","30","Nursing and Midwifery","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","12","12","501","Occupational Therapy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","12","12","60","Pharmacy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","12","12","504","Physiotherapy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","12","12","402","Radiography and Radiation Therapy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","12","12","702","Social Care","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","12","12","701","Social Work","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","12","12","10","Speech and Language Therapy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","12","12","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","13","13","201","Dentistry","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","13","13","401","Medical Science","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","13","13","202","Medicine","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","13","13","30","Nursing and Midwifery","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","13","13","501","Occupational Therapy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","13","13","60","Pharmacy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","13","13","504","Physiotherapy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","13","13","402","Radiography and Radiation Therapy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","13","13","702","Social Care","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","13","13","701","Social Work","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","13","13","10","Speech and Language Therapy","Number",""
"HGO15C02","Number of Health Graduates","2016","2016","13","13","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","01","1","201","Dentistry","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","01","1","401","Medical Science","Number","66"
"HGO15C02","Number of Health Graduates","2017","2017","01","1","202","Medicine","Number","633"
"HGO15C02","Number of Health Graduates","2017","2017","01","1","30","Nursing and Midwifery","Number","1215"
"HGO15C02","Number of Health Graduates","2017","2017","01","1","501","Occupational Therapy","Number","69"
"HGO15C02","Number of Health Graduates","2017","2017","01","1","60","Pharmacy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","01","1","504","Physiotherapy","Number","129"
"HGO15C02","Number of Health Graduates","2017","2017","01","1","402","Radiography and Radiation Therapy","Number","60"
"HGO15C02","Number of Health Graduates","2017","2017","01","1","702","Social Care","Number","861"
"HGO15C02","Number of Health Graduates","2017","2017","01","1","701","Social Work","Number","144"
"HGO15C02","Number of Health Graduates","2017","2017","01","1","10","Speech and Language Therapy","Number","87"
"HGO15C02","Number of Health Graduates","2017","2017","01","1","V52","Dietetics, Optometry and Podiatry","Number","57"
"HGO15C02","Number of Health Graduates","2017","2017","02","2","201","Dentistry","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","02","2","401","Medical Science","Number","63"
"HGO15C02","Number of Health Graduates","2017","2017","02","2","202","Medicine","Number","417"
"HGO15C02","Number of Health Graduates","2017","2017","02","2","30","Nursing and Midwifery","Number","1083"
"HGO15C02","Number of Health Graduates","2017","2017","02","2","501","Occupational Therapy","Number","72"
"HGO15C02","Number of Health Graduates","2017","2017","02","2","60","Pharmacy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","02","2","504","Physiotherapy","Number","99"
"HGO15C02","Number of Health Graduates","2017","2017","02","2","402","Radiography and Radiation Therapy","Number","60"
"HGO15C02","Number of Health Graduates","2017","2017","02","2","702","Social Care","Number","837"
"HGO15C02","Number of Health Graduates","2017","2017","02","2","701","Social Work","Number","129"
"HGO15C02","Number of Health Graduates","2017","2017","02","2","10","Speech and Language Therapy","Number","90"
"HGO15C02","Number of Health Graduates","2017","2017","02","2","V52","Dietetics, Optometry and Podiatry","Number","54"
"HGO15C02","Number of Health Graduates","2017","2017","03","3","201","Dentistry","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","03","3","401","Medical Science","Number","63"
"HGO15C02","Number of Health Graduates","2017","2017","03","3","202","Medicine","Number","486"
"HGO15C02","Number of Health Graduates","2017","2017","03","3","30","Nursing and Midwifery","Number","1005"
"HGO15C02","Number of Health Graduates","2017","2017","03","3","501","Occupational Therapy","Number","75"
"HGO15C02","Number of Health Graduates","2017","2017","03","3","60","Pharmacy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","03","3","504","Physiotherapy","Number","90"
"HGO15C02","Number of Health Graduates","2017","2017","03","3","402","Radiography and Radiation Therapy","Number","54"
"HGO15C02","Number of Health Graduates","2017","2017","03","3","702","Social Care","Number","810"
"HGO15C02","Number of Health Graduates","2017","2017","03","3","701","Social Work","Number","129"
"HGO15C02","Number of Health Graduates","2017","2017","03","3","10","Speech and Language Therapy","Number","87"
"HGO15C02","Number of Health Graduates","2017","2017","03","3","V52","Dietetics, Optometry and Podiatry","Number","48"
"HGO15C02","Number of Health Graduates","2017","2017","04","4","201","Dentistry","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","04","4","401","Medical Science","Number","66"
"HGO15C02","Number of Health Graduates","2017","2017","04","4","202","Medicine","Number","519"
"HGO15C02","Number of Health Graduates","2017","2017","04","4","30","Nursing and Midwifery","Number","1002"
"HGO15C02","Number of Health Graduates","2017","2017","04","4","501","Occupational Therapy","Number","81"
"HGO15C02","Number of Health Graduates","2017","2017","04","4","60","Pharmacy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","04","4","504","Physiotherapy","Number","99"
"HGO15C02","Number of Health Graduates","2017","2017","04","4","402","Radiography and Radiation Therapy","Number","51"
"HGO15C02","Number of Health Graduates","2017","2017","04","4","702","Social Care","Number","807"
"HGO15C02","Number of Health Graduates","2017","2017","04","4","701","Social Work","Number","129"
"HGO15C02","Number of Health Graduates","2017","2017","04","4","10","Speech and Language Therapy","Number","84"
"HGO15C02","Number of Health Graduates","2017","2017","04","4","V52","Dietetics, Optometry and Podiatry","Number","48"
"HGO15C02","Number of Health Graduates","2017","2017","05","5","201","Dentistry","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","05","5","401","Medical Science","Number","66"
"HGO15C02","Number of Health Graduates","2017","2017","05","5","202","Medicine","Number","522"
"HGO15C02","Number of Health Graduates","2017","2017","05","5","30","Nursing and Midwifery","Number","978"
"HGO15C02","Number of Health Graduates","2017","2017","05","5","501","Occupational Therapy","Number","81"
"HGO15C02","Number of Health Graduates","2017","2017","05","5","60","Pharmacy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","05","5","504","Physiotherapy","Number","99"
"HGO15C02","Number of Health Graduates","2017","2017","05","5","402","Radiography and Radiation Therapy","Number","54"
"HGO15C02","Number of Health Graduates","2017","2017","05","5","702","Social Care","Number","813"
"HGO15C02","Number of Health Graduates","2017","2017","05","5","701","Social Work","Number","132"
"HGO15C02","Number of Health Graduates","2017","2017","05","5","10","Speech and Language Therapy","Number","81"
"HGO15C02","Number of Health Graduates","2017","2017","05","5","V52","Dietetics, Optometry and Podiatry","Number","45"
"HGO15C02","Number of Health Graduates","2017","2017","06","6","201","Dentistry","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","06","6","401","Medical Science","Number","60"
"HGO15C02","Number of Health Graduates","2017","2017","06","6","202","Medicine","Number","513"
"HGO15C02","Number of Health Graduates","2017","2017","06","6","30","Nursing and Midwifery","Number","930"
"HGO15C02","Number of Health Graduates","2017","2017","06","6","501","Occupational Therapy","Number","72"
"HGO15C02","Number of Health Graduates","2017","2017","06","6","60","Pharmacy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","06","6","504","Physiotherapy","Number","99"
"HGO15C02","Number of Health Graduates","2017","2017","06","6","402","Radiography and Radiation Therapy","Number","51"
"HGO15C02","Number of Health Graduates","2017","2017","06","6","702","Social Care","Number","804"
"HGO15C02","Number of Health Graduates","2017","2017","06","6","701","Social Work","Number","132"
"HGO15C02","Number of Health Graduates","2017","2017","06","6","10","Speech and Language Therapy","Number","72"
"HGO15C02","Number of Health Graduates","2017","2017","06","6","V52","Dietetics, Optometry and Podiatry","Number","48"
"HGO15C02","Number of Health Graduates","2017","2017","07","7","201","Dentistry","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","07","7","401","Medical Science","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","07","7","202","Medicine","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","07","7","30","Nursing and Midwifery","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","07","7","501","Occupational Therapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","07","7","60","Pharmacy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","07","7","504","Physiotherapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","07","7","402","Radiography and Radiation Therapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","07","7","702","Social Care","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","07","7","701","Social Work","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","07","7","10","Speech and Language Therapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","07","7","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","08","8","201","Dentistry","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","08","8","401","Medical Science","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","08","8","202","Medicine","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","08","8","30","Nursing and Midwifery","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","08","8","501","Occupational Therapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","08","8","60","Pharmacy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","08","8","504","Physiotherapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","08","8","402","Radiography and Radiation Therapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","08","8","702","Social Care","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","08","8","701","Social Work","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","08","8","10","Speech and Language Therapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","08","8","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","09","9","201","Dentistry","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","09","9","401","Medical Science","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","09","9","202","Medicine","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","09","9","30","Nursing and Midwifery","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","09","9","501","Occupational Therapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","09","9","60","Pharmacy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","09","9","504","Physiotherapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","09","9","402","Radiography and Radiation Therapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","09","9","702","Social Care","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","09","9","701","Social Work","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","09","9","10","Speech and Language Therapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","09","9","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","10","10","201","Dentistry","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","10","10","401","Medical Science","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","10","10","202","Medicine","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","10","10","30","Nursing and Midwifery","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","10","10","501","Occupational Therapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","10","10","60","Pharmacy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","10","10","504","Physiotherapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","10","10","402","Radiography and Radiation Therapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","10","10","702","Social Care","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","10","10","701","Social Work","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","10","10","10","Speech and Language Therapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","10","10","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","11","11","201","Dentistry","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","11","11","401","Medical Science","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","11","11","202","Medicine","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","11","11","30","Nursing and Midwifery","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","11","11","501","Occupational Therapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","11","11","60","Pharmacy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","11","11","504","Physiotherapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","11","11","402","Radiography and Radiation Therapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","11","11","702","Social Care","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","11","11","701","Social Work","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","11","11","10","Speech and Language Therapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","11","11","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","12","12","201","Dentistry","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","12","12","401","Medical Science","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","12","12","202","Medicine","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","12","12","30","Nursing and Midwifery","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","12","12","501","Occupational Therapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","12","12","60","Pharmacy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","12","12","504","Physiotherapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","12","12","402","Radiography and Radiation Therapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","12","12","702","Social Care","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","12","12","701","Social Work","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","12","12","10","Speech and Language Therapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","12","12","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","13","13","201","Dentistry","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","13","13","401","Medical Science","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","13","13","202","Medicine","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","13","13","30","Nursing and Midwifery","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","13","13","501","Occupational Therapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","13","13","60","Pharmacy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","13","13","504","Physiotherapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","13","13","402","Radiography and Radiation Therapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","13","13","702","Social Care","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","13","13","701","Social Work","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","13","13","10","Speech and Language Therapy","Number",""
"HGO15C02","Number of Health Graduates","2017","2017","13","13","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","01","1","201","Dentistry","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","01","1","401","Medical Science","Number","72"
"HGO15C02","Number of Health Graduates","2018","2018","01","1","202","Medicine","Number","636"
"HGO15C02","Number of Health Graduates","2018","2018","01","1","30","Nursing and Midwifery","Number","1206"
"HGO15C02","Number of Health Graduates","2018","2018","01","1","501","Occupational Therapy","Number","99"
"HGO15C02","Number of Health Graduates","2018","2018","01","1","60","Pharmacy","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","01","1","504","Physiotherapy","Number","120"
"HGO15C02","Number of Health Graduates","2018","2018","01","1","402","Radiography and Radiation Therapy","Number","63"
"HGO15C02","Number of Health Graduates","2018","2018","01","1","702","Social Care","Number","852"
"HGO15C02","Number of Health Graduates","2018","2018","01","1","701","Social Work","Number","165"
"HGO15C02","Number of Health Graduates","2018","2018","01","1","10","Speech and Language Therapy","Number","93"
"HGO15C02","Number of Health Graduates","2018","2018","01","1","V52","Dietetics, Optometry and Podiatry","Number","66"
"HGO15C02","Number of Health Graduates","2018","2018","02","2","201","Dentistry","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","02","2","401","Medical Science","Number","75"
"HGO15C02","Number of Health Graduates","2018","2018","02","2","202","Medicine","Number","429"
"HGO15C02","Number of Health Graduates","2018","2018","02","2","30","Nursing and Midwifery","Number","1092"
"HGO15C02","Number of Health Graduates","2018","2018","02","2","501","Occupational Therapy","Number","93"
"HGO15C02","Number of Health Graduates","2018","2018","02","2","60","Pharmacy","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","02","2","504","Physiotherapy","Number","108"
"HGO15C02","Number of Health Graduates","2018","2018","02","2","402","Radiography and Radiation Therapy","Number","60"
"HGO15C02","Number of Health Graduates","2018","2018","02","2","702","Social Care","Number","825"
"HGO15C02","Number of Health Graduates","2018","2018","02","2","701","Social Work","Number","159"
"HGO15C02","Number of Health Graduates","2018","2018","02","2","10","Speech and Language Therapy","Number","99"
"HGO15C02","Number of Health Graduates","2018","2018","02","2","V52","Dietetics, Optometry and Podiatry","Number","66"
"HGO15C02","Number of Health Graduates","2018","2018","03","3","201","Dentistry","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","03","3","401","Medical Science","Number","72"
"HGO15C02","Number of Health Graduates","2018","2018","03","3","202","Medicine","Number","456"
"HGO15C02","Number of Health Graduates","2018","2018","03","3","30","Nursing and Midwifery","Number","1086"
"HGO15C02","Number of Health Graduates","2018","2018","03","3","501","Occupational Therapy","Number","99"
"HGO15C02","Number of Health Graduates","2018","2018","03","3","60","Pharmacy","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","03","3","504","Physiotherapy","Number","111"
"HGO15C02","Number of Health Graduates","2018","2018","03","3","402","Radiography and Radiation Therapy","Number","57"
"HGO15C02","Number of Health Graduates","2018","2018","03","3","702","Social Care","Number","837"
"HGO15C02","Number of Health Graduates","2018","2018","03","3","701","Social Work","Number","156"
"HGO15C02","Number of Health Graduates","2018","2018","03","3","10","Speech and Language Therapy","Number","99"
"HGO15C02","Number of Health Graduates","2018","2018","03","3","V52","Dietetics, Optometry and Podiatry","Number","66"
"HGO15C02","Number of Health Graduates","2018","2018","04","4","201","Dentistry","Number","18"
"HGO15C02","Number of Health Graduates","2018","2018","04","4","401","Medical Science","Number","72"
"HGO15C02","Number of Health Graduates","2018","2018","04","4","202","Medicine","Number","516"
"HGO15C02","Number of Health Graduates","2018","2018","04","4","30","Nursing and Midwifery","Number","996"
"HGO15C02","Number of Health Graduates","2018","2018","04","4","501","Occupational Therapy","Number","102"
"HGO15C02","Number of Health Graduates","2018","2018","04","4","60","Pharmacy","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","04","4","504","Physiotherapy","Number","108"
"HGO15C02","Number of Health Graduates","2018","2018","04","4","402","Radiography and Radiation Therapy","Number","54"
"HGO15C02","Number of Health Graduates","2018","2018","04","4","702","Social Care","Number","834"
"HGO15C02","Number of Health Graduates","2018","2018","04","4","701","Social Work","Number","159"
"HGO15C02","Number of Health Graduates","2018","2018","04","4","10","Speech and Language Therapy","Number","90"
"HGO15C02","Number of Health Graduates","2018","2018","04","4","V52","Dietetics, Optometry and Podiatry","Number","63"
"HGO15C02","Number of Health Graduates","2018","2018","05","5","201","Dentistry","Number","18"
"HGO15C02","Number of Health Graduates","2018","2018","05","5","401","Medical Science","Number","69"
"HGO15C02","Number of Health Graduates","2018","2018","05","5","202","Medicine","Number","519"
"HGO15C02","Number of Health Graduates","2018","2018","05","5","30","Nursing and Midwifery","Number","930"
"HGO15C02","Number of Health Graduates","2018","2018","05","5","501","Occupational Therapy","Number","90"
"HGO15C02","Number of Health Graduates","2018","2018","05","5","60","Pharmacy","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","05","5","504","Physiotherapy","Number","96"
"HGO15C02","Number of Health Graduates","2018","2018","05","5","402","Radiography and Radiation Therapy","Number","51"
"HGO15C02","Number of Health Graduates","2018","2018","05","5","702","Social Care","Number","792"
"HGO15C02","Number of Health Graduates","2018","2018","05","5","701","Social Work","Number","153"
"HGO15C02","Number of Health Graduates","2018","2018","05","5","10","Speech and Language Therapy","Number","81"
"HGO15C02","Number of Health Graduates","2018","2018","05","5","V52","Dietetics, Optometry and Podiatry","Number","57"
"HGO15C02","Number of Health Graduates","2018","2018","06","6","201","Dentistry","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","06","6","401","Medical Science","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","06","6","202","Medicine","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","06","6","30","Nursing and Midwifery","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","06","6","501","Occupational Therapy","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","06","6","60","Pharmacy","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","06","6","504","Physiotherapy","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","06","6","402","Radiography and Radiation Therapy","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","06","6","702","Social Care","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","06","6","701","Social Work","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","06","6","10","Speech and Language Therapy","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","06","6","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","07","7","201","Dentistry","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","07","7","401","Medical Science","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","07","7","202","Medicine","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","07","7","30","Nursing and Midwifery","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","07","7","501","Occupational Therapy","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","07","7","60","Pharmacy","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","07","7","504","Physiotherapy","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","07","7","402","Radiography and Radiation Therapy","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","07","7","702","Social Care","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","07","7","701","Social Work","Number",""
"HGO15C02","Number of Health Graduates","2018","2018","07","7","10","Speech and Language Therapy","Number",""
